gid,in_deg,out_deg,in_kzt,out_kzt,pass_through,depth,is_seed,truncated_by_depth,cluster_id,role,role_score,rule_id,evidence,rule_description,priority_turnover,priority_degree,priority_role,priority_score,why
100000000912487100,1,0,10000.0,0.0,0.0,2,False,False,3,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/10000 KZT; выход: 0/0 KZT; k=0.00; depth=2.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.09208185053380782,0.6258896797153025,0.025,0.2321,"P=0.232: оборот 0.09×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/10000 KZT; выход: 0/0 KZT; k=0.00; depth=2."
100000000913911100,2,1,467000.0,600000.0,1.284796573875803,2,False,False,3,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 2/467000 KZT; выход: 1/600000 KZT; k=1.28; depth=2.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.9328291814946619,0.8514234875444839,0.025,0.636059,"P=0.636: оборот 0.93×0.4, связи 0.85×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 2/467000 KZT; выход: 1/600000 KZT; k=1.28; depth=2."
100000000917179100,1,0,94465.0,0.0,0.0,2,False,False,14,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/94465 KZT; выход: 0/0 KZT; k=0.00; depth=2.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.5622775800711743,0.6258896797153025,0.025,0.420178,"P=0.420: оборот 0.56×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/94465 KZT; выход: 0/0 KZT; k=0.00; depth=2."
100000000922570100,1,1,47101.0,50000.0,1.0615485870788306,1,False,False,11,transit,0.6,balanced_observed_flow,Гипотеза транзита. Вход: 1/47101 KZT; выход: 1/50000 KZT; k=1.06; depth=1.,"не seed; in_deg>0, out_deg>0; 0.8≤k≤1.2; предыдущие правила не сработали",0.5716192170818505,0.7704626334519573,0.39,0.576786,"P=0.577: оборот 0.57×0.4, связи 0.77×0.3, роль 0.39×0.3. Гипотеза транзита. Вход: 1/47101 KZT; выход: 1/50000 KZT; k=1.06; depth=1."
100000000926078100,1,0,250000.0,0.0,0.0,4,False,True,6,peripheral,0.1,depth_cutoff,Обрыв depth=4; продолжение неизвестно. Вход: 1/250000 KZT; выход: 0/0 KZT; k=0.00; depth=4.,depth=4 и out_deg=0: продолжение потока не наблюдается,0.7513345195729537,0.6258896797153025,0.010000000000000002,0.491301,"P=0.491: оборот 0.75×0.4, связи 0.63×0.3, роль 0.01×0.3. Обрыв depth=4; продолжение неизвестно. Вход: 1/250000 KZT; выход: 0/0 KZT; k=0.00; depth=4."
100000000926766100,1,1,18750.0,6000.0,0.32,3,False,False,25,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/18750 KZT; выход: 1/6000 KZT; k=0.32; depth=3.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.2540035587188612,0.7704626334519573,0.025,0.34024,"P=0.340: оборот 0.25×0.4, связи 0.77×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/18750 KZT; выход: 1/6000 KZT; k=0.32; depth=3."
100000000933075100,1,2,40000.0,55000.0,1.375,3,False,False,11,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/40000 KZT; выход: 2/55000 KZT; k=1.38; depth=3.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.5676156583629893,0.8514234875444839,0.025,0.489973,"P=0.490: оборот 0.57×0.4, связи 0.85×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/40000 KZT; выход: 2/55000 KZT; k=1.38; depth=3."
100000000941942100,1,0,130000.0,0.0,0.0,1,False,False,3,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/130000 KZT; выход: 0/0 KZT; k=0.00; depth=1.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.6263345195729537,0.6258896797153025,0.025,0.445801,"P=0.446: оборот 0.63×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/130000 KZT; выход: 0/0 KZT; k=0.00; depth=1."
100000000942301100,1,0,57580.0,0.0,0.0,3,False,False,1,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/57580 KZT; выход: 0/0 KZT; k=0.00; depth=3.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.46708185053380785,0.6258896797153025,0.025,0.3821,"P=0.382: оборот 0.47×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/57580 KZT; выход: 0/0 KZT; k=0.00; depth=3."
100000000943371100,1,0,15500.0,0.0,0.0,2,False,False,13,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/15500 KZT; выход: 0/0 KZT; k=0.00; depth=2.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.14768683274021352,0.6258896797153025,0.025,0.254342,"P=0.254: оборот 0.15×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/15500 KZT; выход: 0/0 KZT; k=0.00; depth=2."
100000000945428100,1,0,89629.0,0.0,0.0,1,False,False,1,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/89629 KZT; выход: 0/0 KZT; k=0.00; depth=1.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.548932384341637,0.6258896797153025,0.025,0.41484,"P=0.415: оборот 0.55×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/89629 KZT; выход: 0/0 KZT; k=0.00; depth=1."
100000000954884100,1,0,34000.0,0.0,0.0,3,False,False,35,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/34000 KZT; выход: 0/0 KZT; k=0.00; depth=3.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.33852313167259784,0.6258896797153025,0.025,0.330676,"P=0.331: оборот 0.34×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/34000 KZT; выход: 0/0 KZT; k=0.00; depth=3."
100000000955444100,1,0,6910.0,0.0,0.0,2,False,False,44,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/6910 KZT; выход: 0/0 KZT; k=0.00; depth=2.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.04359430604982206,0.6258896797153025,0.025,0.212705,"P=0.213: оборот 0.04×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/6910 KZT; выход: 0/0 KZT; k=0.00; depth=2."
100000000955529100,1,1,27000.0,63500.0,2.3518518518518516,3,False,False,3,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/27000 KZT; выход: 1/63500 KZT; k=2.35; depth=3.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.5542704626334519,0.7704626334519573,0.025,0.460347,"P=0.460: оборот 0.55×0.4, связи 0.77×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/27000 KZT; выход: 1/63500 KZT; k=2.35; depth=3."
100000000957746100,1,0,5300.0,0.0,0.0,4,False,True,16,peripheral,0.1,depth_cutoff,Обрыв depth=4; продолжение неизвестно. Вход: 1/5300 KZT; выход: 0/0 KZT; k=0.00; depth=4.,depth=4 и out_deg=0: продолжение потока не наблюдается,0.027135231316725978,0.6258896797153025,0.010000000000000002,0.201621,"P=0.202: оборот 0.03×0.4, связи 0.63×0.3, роль 0.01×0.3. Обрыв depth=4; продолжение неизвестно. Вход: 1/5300 KZT; выход: 0/0 KZT; k=0.00; depth=4."
100000000961900100,2,0,36000.0,0.0,0.0,1,False,False,1,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 2/36000 KZT; выход: 0/0 KZT; k=0.00; depth=1.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.35097864768683273,0.7704626334519573,0.025,0.37903,"P=0.379: оборот 0.35×0.4, связи 0.77×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 2/36000 KZT; выход: 0/0 KZT; k=0.00; depth=1."
100000000967918100,1,0,21200.0,0.0,0.0,2,False,False,1,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/21200 KZT; выход: 0/0 KZT; k=0.00; depth=2.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.22508896797153025,0.6258896797153025,0.025,0.285302,"P=0.285: оборот 0.23×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/21200 KZT; выход: 0/0 KZT; k=0.00; depth=2."
100000000968253100,1,0,15000.0,0.0,0.0,1,False,False,2,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/15000 KZT; выход: 0/0 KZT; k=0.00; depth=1.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.14412811387900357,0.6258896797153025,0.025,0.252918,"P=0.253: оборот 0.14×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/15000 KZT; выход: 0/0 KZT; k=0.00; depth=1."
100000000971908100,1,0,89000.0,0.0,0.0,2,False,False,8,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/89000 KZT; выход: 0/0 KZT; k=0.00; depth=2.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.5475978647686833,0.6258896797153025,0.025,0.414306,"P=0.414: оборот 0.55×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/89000 KZT; выход: 0/0 KZT; k=0.00; depth=2."
100000000976943100,1,1,70000.0,84000.0,1.2,3,False,False,10,transit,0.6,balanced_observed_flow,Гипотеза транзита. Вход: 1/70000 KZT; выход: 1/84000 KZT; k=1.20; depth=3.,"не seed; in_deg>0, out_deg>0; 0.8≤k≤1.2; предыдущие правила не сработали",0.6605871886120996,0.7704626334519573,0.39,0.612374,"P=0.612: оборот 0.66×0.4, связи 0.77×0.3, роль 0.39×0.3. Гипотеза транзита. Вход: 1/70000 KZT; выход: 1/84000 KZT; k=1.20; depth=3."
100000000978041100,1,0,44445.0,0.0,0.0,1,False,False,2,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/44445 KZT; выход: 0/0 KZT; k=0.00; depth=1.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.38923487544483987,0.6258896797153025,0.025,0.350961,"P=0.351: оборот 0.39×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/44445 KZT; выход: 0/0 KZT; k=0.00; depth=1."
100000000979567100,1,0,10000.0,0.0,0.0,2,False,False,2,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/10000 KZT; выход: 0/0 KZT; k=0.00; depth=2.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.09208185053380782,0.6258896797153025,0.025,0.2321,"P=0.232: оборот 0.09×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/10000 KZT; выход: 0/0 KZT; k=0.00; depth=2."
100000000979923100,1,0,97900.0,0.0,0.0,1,False,False,10,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/97900 KZT; выход: 0/0 KZT; k=0.00; depth=1.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.572508896797153,0.6258896797153025,0.025,0.42427,"P=0.424: оборот 0.57×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/97900 KZT; выход: 0/0 KZT; k=0.00; depth=1."
100000000981693100,1,0,16500.0,0.0,0.0,4,False,True,1,peripheral,0.1,depth_cutoff,Обрыв depth=4; продолжение неизвестно. Вход: 1/16500 KZT; выход: 0/0 KZT; k=0.00; depth=4.,depth=4 и out_deg=0: продолжение потока не наблюдается,0.16414590747330962,0.6258896797153025,0.010000000000000002,0.256425,"P=0.256: оборот 0.16×0.4, связи 0.63×0.3, роль 0.01×0.3. Обрыв depth=4; продолжение неизвестно. Вход: 1/16500 KZT; выход: 0/0 KZT; k=0.00; depth=4."
100000000993112100,1,0,141000.0,0.0,0.0,2,False,False,33,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/141000 KZT; выход: 0/0 KZT; k=0.00; depth=2.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.6379003558718861,0.6258896797153025,0.025,0.450427,"P=0.450: оборот 0.64×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/141000 KZT; выход: 0/0 KZT; k=0.00; depth=2."
100000000998559100,1,0,100000.0,0.0,0.0,1,False,False,3,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/100000 KZT; выход: 0/0 KZT; k=0.00; depth=1.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.5854092526690391,0.6258896797153025,0.025,0.429431,"P=0.429: оборот 0.59×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/100000 KZT; выход: 0/0 KZT; k=0.00; depth=1."
100000001009583100,1,0,393740.0,0.0,0.0,3,False,False,7,terminal,0.5,observed_terminal,Гипотеза конечного получения. Вход: 1/393740 KZT; выход: 0/0 KZT; k=0.00; depth=3.,не seed; depth<4; out_deg=0; in_kzt≥166819.70 (Q75 положительных входов); предыдущие правила не сработали,0.8211743772241993,0.6258896797153025,0.25,0.591237,"P=0.591: оборот 0.82×0.4, связи 0.63×0.3, роль 0.25×0.3. Гипотеза конечного получения. Вход: 1/393740 KZT; выход: 0/0 KZT; k=0.00; depth=3."
100000001046057100,1,0,83420.0,0.0,0.0,3,False,False,5,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/83420 KZT; выход: 0/0 KZT; k=0.00; depth=3.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.5320284697508897,0.6258896797153025,0.025,0.408078,"P=0.408: оборот 0.53×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/83420 KZT; выход: 0/0 KZT; k=0.00; depth=3."
100000001046626100,1,0,150000.0,0.0,0.0,3,False,False,7,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/150000 KZT; выход: 0/0 KZT; k=0.00; depth=3.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.6530249110320284,0.6258896797153025,0.025,0.456477,"P=0.456: оборот 0.65×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/150000 KZT; выход: 0/0 KZT; k=0.00; depth=3."
100000001049200100,2,4,76624.0,36000.0,0.46982668615577367,1,False,False,18,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 2/76624 KZT; выход: 4/36000 KZT; k=0.47; depth=1.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.6040925266903915,0.9314946619217082,0.025,0.528585,"P=0.529: оборот 0.60×0.4, связи 0.93×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 2/76624 KZT; выход: 4/36000 KZT; k=0.47; depth=1."
100000001052789100,1,0,70975.0,0.0,0.0,3,False,False,18,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/70975 KZT; выход: 0/0 KZT; k=0.00; depth=3.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.5048932384341637,0.6258896797153025,0.025,0.397224,"P=0.397: оборот 0.50×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/70975 KZT; выход: 0/0 KZT; k=0.00; depth=3."
100000001052945100,1,3,56520.0,1595700.0,28.23248407643312,3,False,False,56,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/56520 KZT; выход: 3/1595700 KZT; k=28.23; depth=3.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.9586298932384342,0.8879003558718861,0.025,0.657322,"P=0.657: оборот 0.96×0.4, связи 0.89×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/56520 KZT; выход: 3/1595700 KZT; k=28.23; depth=3."
100000001053894100,1,0,2000000.0,0.0,0.0,4,False,True,40,peripheral,0.1,depth_cutoff,Обрыв depth=4; продолжение неизвестно. Вход: 1/2000000 KZT; выход: 0/0 KZT; k=0.00; depth=4.,depth=4 и out_deg=0: продолжение потока не наблюдается,0.9706405693950177,0.6258896797153025,0.010000000000000002,0.579023,"P=0.579: оборот 0.97×0.4, связи 0.63×0.3, роль 0.01×0.3. Обрыв depth=4; продолжение неизвестно. Вход: 1/2000000 KZT; выход: 0/0 KZT; k=0.00; depth=4."
100000001056414100,1,0,250000.0,0.0,0.0,3,False,False,12,terminal,0.5,observed_terminal,Гипотеза конечного получения. Вход: 1/250000 KZT; выход: 0/0 KZT; k=0.00; depth=3.,не seed; depth<4; out_deg=0; in_kzt≥166819.70 (Q75 положительных входов); предыдущие правила не сработали,0.7513345195729537,0.6258896797153025,0.25,0.563301,"P=0.563: оборот 0.75×0.4, связи 0.63×0.3, роль 0.25×0.3. Гипотеза конечного получения. Вход: 1/250000 KZT; выход: 0/0 KZT; k=0.00; depth=3."
100000001063678100,1,2,35000.0,90000.0,2.5714285714285716,3,False,False,22,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/35000 KZT; выход: 2/90000 KZT; k=2.57; depth=3.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.6218861209964412,0.8514234875444839,0.025,0.511681,"P=0.512: оборот 0.62×0.4, связи 0.85×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/35000 KZT; выход: 2/90000 KZT; k=2.57; depth=3."
100000001065234100,1,0,360000.0,0.0,0.0,4,False,True,57,peripheral,0.1,depth_cutoff,Обрыв depth=4; продолжение неизвестно. Вход: 1/360000 KZT; выход: 0/0 KZT; k=0.00; depth=4.,depth=4 и out_deg=0: продолжение потока не наблюдается,0.8082740213523132,0.6258896797153025,0.010000000000000002,0.514077,"P=0.514: оборот 0.81×0.4, связи 0.63×0.3, роль 0.01×0.3. Обрыв depth=4; продолжение неизвестно. Вход: 1/360000 KZT; выход: 0/0 KZT; k=0.00; depth=4."
100000001065481100,1,0,16000.0,0.0,0.0,4,False,True,13,peripheral,0.1,depth_cutoff,Обрыв depth=4; продолжение неизвестно. Вход: 1/16000 KZT; выход: 0/0 KZT; k=0.00; depth=4.,depth=4 и out_deg=0: продолжение потока не наблюдается,0.15969750889679715,0.6258896797153025,0.010000000000000002,0.254646,"P=0.255: оборот 0.16×0.4, связи 0.63×0.3, роль 0.01×0.3. Обрыв depth=4; продолжение неизвестно. Вход: 1/16000 KZT; выход: 0/0 KZT; k=0.00; depth=4."
100000001066017100,2,4,136123.0,82500.0,0.6060695106631503,3,False,False,1,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 2/136123 KZT; выход: 4/82500 KZT; k=0.61; depth=3.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.7255338078291815,0.9314946619217082,0.025,0.577162,"P=0.577: оборот 0.73×0.4, связи 0.93×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 2/136123 KZT; выход: 4/82500 KZT; k=0.61; depth=3."
100000001072022100,3,0,1684000.0,0.0,0.0,1,False,False,3,consolidator,0.7,many_in_low_out,Гипотеза консолидации. Вход: 3/1684000 KZT; выход: 0/0 KZT; k=0.00; depth=1.,не seed; in_deg≥3; k≤0.5; предыдущие правила не сработали,0.9590747330960854,0.8514234875444839,0.595,0.817557,"P=0.818: оборот 0.96×0.4, связи 0.85×0.3, роль 0.59×0.3. Гипотеза консолидации. Вход: 3/1684000 KZT; выход: 0/0 KZT; k=0.00; depth=1."
100000001073568100,1,2,707465.0,219503.0,0.31026693900051594,3,False,False,14,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/707465 KZT; выход: 2/219503 KZT; k=0.31; depth=3.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.922153024911032,0.8514234875444839,0.025,0.631788,"P=0.632: оборот 0.92×0.4, связи 0.85×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/707465 KZT; выход: 2/219503 KZT; k=0.31; depth=3."
100000001074553100,2,0,28971.0,0.0,0.0,1,False,False,9,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 2/28971 KZT; выход: 0/0 KZT; k=0.00; depth=1.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.2958185053380783,0.7704626334519573,0.025,0.356966,"P=0.357: оборот 0.30×0.4, связи 0.77×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 2/28971 KZT; выход: 0/0 KZT; k=0.00; depth=1."
100000001083990100,1,0,49900.0,0.0,0.0,2,False,False,11,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/49900 KZT; выход: 0/0 KZT; k=0.00; depth=2.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.422153024911032,0.6258896797153025,0.025,0.364128,"P=0.364: оборот 0.42×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/49900 KZT; выход: 0/0 KZT; k=0.00; depth=2."
100000001089055100,1,0,13000.0,0.0,0.0,4,False,True,16,peripheral,0.1,depth_cutoff,Обрыв depth=4; продолжение неизвестно. Вход: 1/13000 KZT; выход: 0/0 KZT; k=0.00; depth=4.,depth=4 и out_deg=0: продолжение потока не наблюдается,0.11654804270462633,0.6258896797153025,0.010000000000000002,0.237386,"P=0.237: оборот 0.12×0.4, связи 0.63×0.3, роль 0.01×0.3. Обрыв depth=4; продолжение неизвестно. Вход: 1/13000 KZT; выход: 0/0 KZT; k=0.00; depth=4."
100000001102676100,1,1,50000.0,50000.0,1.0,2,False,False,3,transit,0.6,balanced_observed_flow,Гипотеза транзита. Вход: 1/50000 KZT; выход: 1/50000 KZT; k=1.00; depth=2.,"не seed; in_deg>0, out_deg>0; 0.8≤k≤1.2; предыдущие правила не сработали",0.5854092526690391,0.7704626334519573,0.39,0.582302,"P=0.582: оборот 0.59×0.4, связи 0.77×0.3, роль 0.39×0.3. Гипотеза транзита. Вход: 1/50000 KZT; выход: 1/50000 KZT; k=1.00; depth=2."
100000001103905100,1,0,18000.0,0.0,0.0,1,False,False,2,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/18000 KZT; выход: 0/0 KZT; k=0.00; depth=1.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.18638790035587188,0.6258896797153025,0.025,0.269822,"P=0.270: оборот 0.19×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/18000 KZT; выход: 0/0 KZT; k=0.00; depth=1."
100000001110358100,2,0,32000.0,0.0,0.0,3,False,False,1,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 2/32000 KZT; выход: 0/0 KZT; k=0.00; depth=3.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.3291814946619217,0.7704626334519573,0.025,0.370311,"P=0.370: оборот 0.33×0.4, связи 0.77×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 2/32000 KZT; выход: 0/0 KZT; k=0.00; depth=3."
100000001111763100,1,0,17144.0,0.0,0.0,1,False,False,2,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/17144 KZT; выход: 0/0 KZT; k=0.00; depth=1.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.16948398576512455,0.6258896797153025,0.025,0.26306,"P=0.263: оборот 0.17×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/17144 KZT; выход: 0/0 KZT; k=0.00; depth=1."
100000001114385100,1,0,29500.0,0.0,0.0,2,False,False,3,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/29500 KZT; выход: 0/0 KZT; k=0.00; depth=2.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.30026690391459077,0.6258896797153025,0.025,0.315374,"P=0.315: оборот 0.30×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/29500 KZT; выход: 0/0 KZT; k=0.00; depth=2."
100000001126374100,4,2,182500.0,29200.0,0.16,1,False,False,1,consolidator,0.7,many_in_low_out,Гипотеза консолидации. Вход: 4/182500 KZT; выход: 2/29200 KZT; k=0.16; depth=1.,не seed; in_deg≥3; k≤0.5; предыдущие правила не сработали,0.7188612099644128,0.9314946619217082,0.595,0.745493,"P=0.745: оборот 0.72×0.4, связи 0.93×0.3, роль 0.59×0.3. Гипотеза консолидации. Вход: 4/182500 KZT; выход: 2/29200 KZT; k=0.16; depth=1."
100000001130176100,1,0,25000.0,0.0,0.0,3,False,False,1,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/25000 KZT; выход: 0/0 KZT; k=0.00; depth=3.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.26601423487544484,0.6258896797153025,0.025,0.301673,"P=0.302: оборот 0.27×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/25000 KZT; выход: 0/0 KZT; k=0.00; depth=3."
100000001130553100,1,0,18000.0,0.0,0.0,4,False,True,7,peripheral,0.1,depth_cutoff,Обрыв depth=4; продолжение неизвестно. Вход: 1/18000 KZT; выход: 0/0 KZT; k=0.00; depth=4.,depth=4 и out_deg=0: продолжение потока не наблюдается,0.18638790035587188,0.6258896797153025,0.010000000000000002,0.265322,"P=0.265: оборот 0.19×0.4, связи 0.63×0.3, роль 0.01×0.3. Обрыв depth=4; продолжение неизвестно. Вход: 1/18000 KZT; выход: 0/0 KZT; k=0.00; depth=4."
100000001131403100,1,0,1570000.0,0.0,0.0,4,False,True,56,peripheral,0.1,depth_cutoff,Обрыв depth=4; продолжение неизвестно. Вход: 1/1570000 KZT; выход: 0/0 KZT; k=0.00; depth=4.,depth=4 и out_deg=0: продолжение потока не наблюдается,0.9559608540925267,0.6258896797153025,0.010000000000000002,0.573151,"P=0.573: оборот 0.96×0.4, связи 0.63×0.3, роль 0.01×0.3. Обрыв depth=4; продолжение неизвестно. Вход: 1/1570000 KZT; выход: 0/0 KZT; k=0.00; depth=4."
