gid,in_deg,out_deg,in_kzt,out_kzt,pass_through,depth,is_seed,truncated_by_depth,cluster_id,role,role_score,rule_id,evidence,rule_description,priority_turnover,priority_degree,priority_role,priority_score,why
100000001138283100,1,2,81805.0,50000.0,0.6112095837662734,3,False,False,6,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/81805 KZT; выход: 2/50000 KZT; k=0.61; depth=3.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.6272241992882562,0.8514234875444839,0.025,0.513817,"P=0.514: оборот 0.63×0.4, связи 0.85×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/81805 KZT; выход: 2/50000 KZT; k=0.61; depth=3."
100000001138376100,1,0,15300.0,0.0,0.0,2,False,False,15,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/15300 KZT; выход: 0/0 KZT; k=0.00; depth=2.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.14590747330960854,0.6258896797153025,0.025,0.25363,"P=0.254: оборот 0.15×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/15300 KZT; выход: 0/0 KZT; k=0.00; depth=2."
100000001140785100,2,0,215000.0,0.0,0.0,3,False,False,5,terminal,0.5,observed_terminal,Гипотеза конечного получения. Вход: 2/215000 KZT; выход: 0/0 KZT; k=0.00; depth=3.,не seed; depth<4; out_deg=0; in_kzt≥166819.70 (Q75 положительных входов); предыдущие правила не сработали,0.7215302491103203,0.7704626334519573,0.25,0.594751,"P=0.595: оборот 0.72×0.4, связи 0.77×0.3, роль 0.25×0.3. Гипотеза конечного получения. Вход: 2/215000 KZT; выход: 0/0 KZT; k=0.00; depth=3."
100000001141268100,2,1,480000.0,10000.0,0.020833333333333332,3,False,False,17,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 2/480000 KZT; выход: 1/10000 KZT; k=0.02; depth=3.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.858540925266904,0.8514234875444839,0.025,0.606343,"P=0.606: оборот 0.86×0.4, связи 0.85×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 2/480000 KZT; выход: 1/10000 KZT; k=0.02; depth=3."
100000001145749100,1,0,10000.0,0.0,0.0,3,False,False,3,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/10000 KZT; выход: 0/0 KZT; k=0.00; depth=3.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.09208185053380782,0.6258896797153025,0.025,0.2321,"P=0.232: оборот 0.09×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/10000 KZT; выход: 0/0 KZT; k=0.00; depth=3."
100000001149815100,1,0,12000.0,0.0,0.0,3,False,False,2,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/12000 KZT; выход: 0/0 KZT; k=0.00; depth=3.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.10631672597864769,0.6258896797153025,0.025,0.237794,"P=0.238: оборот 0.11×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/12000 KZT; выход: 0/0 KZT; k=0.00; depth=3."
100000001155773100,1,0,21500.0,0.0,0.0,3,False,False,2,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/21500 KZT; выход: 0/0 KZT; k=0.00; depth=3.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.22597864768683273,0.6258896797153025,0.025,0.285658,"P=0.286: оборот 0.23×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/21500 KZT; выход: 0/0 KZT; k=0.00; depth=3."
100000001160401100,1,0,47190.0,0.0,0.0,3,False,False,1,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/47190 KZT; выход: 0/0 KZT; k=0.00; depth=3.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.4101423487544484,0.6258896797153025,0.025,0.359324,"P=0.359: оборот 0.41×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/47190 KZT; выход: 0/0 KZT; k=0.00; depth=3."
100000001162560100,1,12,331300.0,2904398.0,8.76667069121642,1,False,False,9,distributor,0.75,fan_out,Гипотеза распределения. Вход: 1/331300 KZT; выход: 12/2904398 KZT; k=8.77; depth=1.,out_deg≥10; предыдущее правило не сработало,0.9848754448398577,0.974644128113879,0.6000000000000001,0.866343,"P=0.866: оборот 0.98×0.4, связи 0.97×0.3, роль 0.60×0.3. Гипотеза распределения. Вход: 1/331300 KZT; выход: 12/2904398 KZT; k=8.77; depth=1."
100000001164648100,2,0,13660.0,0.0,0.0,1,False,False,19,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 2/13660 KZT; выход: 0/0 KZT; k=0.00; depth=1.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.12055160142348754,0.7704626334519573,0.025,0.286859,"P=0.287: оборот 0.12×0.4, связи 0.77×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 2/13660 KZT; выход: 0/0 KZT; k=0.00; depth=1."
100000001166289100,2,1,721039.0,25000.0,0.0346721883282319,2,False,False,2,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 2/721039 KZT; выход: 1/25000 KZT; k=0.03; depth=2.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.900355871886121,0.8514234875444839,0.025,0.623069,"P=0.623: оборот 0.90×0.4, связи 0.85×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 2/721039 KZT; выход: 1/25000 KZT; k=0.03; depth=2."
100000001169666100,1,1,220000.0,24000.0,0.10909090909090909,3,False,False,9,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/220000 KZT; выход: 1/24000 KZT; k=0.11; depth=3.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.7459964412811388,0.7704626334519573,0.025,0.537037,"P=0.537: оборот 0.75×0.4, связи 0.77×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/220000 KZT; выход: 1/24000 KZT; k=0.11; depth=3."
100000001184915100,1,0,201000.0,0.0,0.0,2,False,False,15,terminal,0.5,observed_terminal,Гипотеза конечного получения. Вход: 1/201000 KZT; выход: 0/0 KZT; k=0.00; depth=2.,не seed; depth<4; out_deg=0; in_kzt≥166819.70 (Q75 положительных входов); предыдущие правила не сработали,0.7144128113879004,0.6258896797153025,0.25,0.548532,"P=0.549: оборот 0.71×0.4, связи 0.63×0.3, роль 0.25×0.3. Гипотеза конечного получения. Вход: 1/201000 KZT; выход: 0/0 KZT; k=0.00; depth=2."
100000001194266100,1,0,50000.0,0.0,0.0,1,False,False,3,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/50000 KZT; выход: 0/0 KZT; k=0.00; depth=1.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.43416370106761565,0.6258896797153025,0.025,0.368932,"P=0.369: оборот 0.43×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/50000 KZT; выход: 0/0 KZT; k=0.00; depth=1."
100000001202637100,1,0,10000.0,0.0,0.0,4,False,True,9,peripheral,0.1,depth_cutoff,Обрыв depth=4; продолжение неизвестно. Вход: 1/10000 KZT; выход: 0/0 KZT; k=0.00; depth=4.,depth=4 и out_deg=0: продолжение потока не наблюдается,0.09208185053380782,0.6258896797153025,0.010000000000000002,0.2276,"P=0.228: оборот 0.09×0.4, связи 0.63×0.3, роль 0.01×0.3. Обрыв depth=4; продолжение неизвестно. Вход: 1/10000 KZT; выход: 0/0 KZT; k=0.00; depth=4."
100000001202787100,2,0,14850.0,0.0,0.0,4,False,True,1,peripheral,0.1,depth_cutoff,Обрыв depth=4; продолжение неизвестно. Вход: 2/14850 KZT; выход: 0/0 KZT; k=0.00; depth=4.,depth=4 и out_deg=0: продолжение потока не наблюдается,0.13211743772241993,0.7704626334519573,0.010000000000000002,0.286986,"P=0.287: оборот 0.13×0.4, связи 0.77×0.3, роль 0.01×0.3. Обрыв depth=4; продолжение неизвестно. Вход: 2/14850 KZT; выход: 0/0 KZT; k=0.00; depth=4."
100000001220124100,1,0,40000.0,0.0,0.0,4,False,True,6,peripheral,0.1,depth_cutoff,Обрыв depth=4; продолжение неизвестно. Вход: 1/40000 KZT; выход: 0/0 KZT; k=0.00; depth=4.,depth=4 и out_deg=0: продолжение потока не наблюдается,0.37277580071174377,0.6258896797153025,0.010000000000000002,0.339877,"P=0.340: оборот 0.37×0.4, связи 0.63×0.3, роль 0.01×0.3. Обрыв depth=4; продолжение неизвестно. Вход: 1/40000 KZT; выход: 0/0 KZT; k=0.00; depth=4."
100000001222245100,1,0,420000.0,0.0,0.0,4,False,True,7,peripheral,0.1,depth_cutoff,Обрыв depth=4; продолжение неизвестно. Вход: 1/420000 KZT; выход: 0/0 KZT; k=0.00; depth=4.,depth=4 и out_deg=0: продолжение потока не наблюдается,0.8322953736654805,0.6258896797153025,0.010000000000000002,0.523685,"P=0.524: оборот 0.83×0.4, связи 0.63×0.3, роль 0.01×0.3. Обрыв depth=4; продолжение неизвестно. Вход: 1/420000 KZT; выход: 0/0 KZT; k=0.00; depth=4."
100000001222263100,1,1,745570.0,420000.0,0.5633273870998028,3,False,False,7,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/745570 KZT; выход: 1/420000 KZT; k=0.56; depth=3.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.9377224199288257,0.7704626334519573,0.025,0.613728,"P=0.614: оборот 0.94×0.4, связи 0.77×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/745570 KZT; выход: 1/420000 KZT; k=0.56; depth=3."
